id,chain_id,name,type,lat,lng,address,store_code,created_at
b4b23bad-c551-4bc7-9175-c02299ef7b4b,,ヤマイチ 南行徳店,スーパー,35.6761,139.9212,千葉県市川市相之川３丁目１２−１,,2026-04-02 14:04:54.321453+00
